countyFIPS,County Name,State,Population,Land Area in square miles,Population Density,Cases in given period,Deaths in given period,Percentage of fully vaccinated,Percentage of vaccinated with booster,Infections per 10k inhabitants,Deaths per 10k inhabitants
8099,Prowers County ,CO,12172,1638.4,7.43,391,3,40.1,32.4,321.23,2.46
8101,Pueblo County ,CO,168424,2386.1,70.59,11251,93,52.7,38.9,668.02,5.52
8103,Rio Blanco County ,CO,6324,3220.93,1.96,198,2,36.4,33.4,313.09,3.16
8105,Rio Grande County ,CO,11267,911.96,12.35,585,3,58.5,38.0,519.22,2.66
8107,Routt County ,CO,25638,2362.03,10.85,2026,0,71.8,48.9,790.23,0.0
8109,Saguache County ,CO,6824,3168.53,2.15,212,2,33.6,40.8,310.67,2.93
8111,San Juan County ,CO,728,387.49,1.88,81,0,89.3,39.6,1112.64,0.0
8113,San Miguel County ,CO,8179,1286.61,6.36,789,2,77.9,43.9,964.67,2.45
8115,Sedgwick County ,CO,2248,548.04,4.1,79,2,49.0,46.9,351.42,8.9
8117,Summit County ,CO,31011,608.36,50.97,3739,1,80.0,32.2,1205.7,0.32
8119,Teller County ,CO,25388,557.06,45.57,1067,6,51.3,43.3,420.28,2.36
8121,Washington County ,CO,4908,2518.03,1.95,175,2,29.0,36.3,356.56,4.07
8123,Weld County ,CO,324492,3987.24,81.38,21629,64,56.2,32.3,666.55,1.97
8125,Yuma County ,CO,10019,2364.41,4.24,315,2,40.7,33.1,314.4,2.0
9001,Fairfield County ,CT,943332,624.89,1509.6,70809,211,75.9,30.7,750.63,2.24
9003,Hartford County ,CT,891720,735.1,1213.06,58521,247,70.9,35.4,656.27,2.77
9005,Litchfield County ,CT,180333,920.56,195.89,9761,59,71.9,37.0,541.28,3.27
9007,Middlesex County ,CT,162436,369.3,439.85,9021,50,79.0,38.3,555.36,3.08
9009,New Haven County ,CT,854757,604.51,1413.97,65281,285,72.5,33.1,763.74,3.33
9011,New London County ,CT,265206,664.88,398.88,18582,74,74.4,36.2,700.66,2.79
9013,Tolland County ,CT,150721,410.21,367.42,6046,43,63.4,39.8,401.14,2.85
9015,Windham County ,CT,116782,512.91,227.69,8261,35,59.9,33.2,707.39,3.0
10001,Kent County ,DE,180786,586.18,308.41,17366,70,50.8,29.4,960.58,3.87
10003,New Castle County ,DE,558753,426.29,1310.73,48969,139,63.1,29.2,876.4,2.49
10005,Sussex County ,DE,234225,936.08,250.22,19126,92,63.1,38.0,816.57,3.93
11001,District of Columbia ,DC,705749,61.05,11560.18,59950,81,63.3,21.8,849.45,1.15
12001,Alachua County ,FL,269043,875.02,307.47,21800,0,62.5,31.8,810.28,0.0
12003,Baker County ,FL,29210,585.23,49.91,1919,0,33.7,15.7,656.97,0.0
12005,Bay County ,FL,174705,758.46,230.34,10272,0,48.4,22.0,587.96,0.0
12007,Bradford County ,FL,28201,293.96,95.93,1512,0,40.2,21.5,536.15,0.0
12009,Brevard County ,FL,601942,1015.66,592.66,40343,0,60.6,29.7,670.21,0.0
12011,Broward County ,FL,1952778,1209.79,1614.15,210311,0,66.8,26.3,1076.98,0.0
12013,Calhoun County ,FL,14105,567.33,24.86,810,0,33.0,23.0,574.26,0.0
12015,Charlotte County ,FL,188910,680.28,277.69,8310,0,62.4,34.8,439.89,0.0
12017,Citrus County ,FL,149657,581.7,257.28,6007,0,54.0,35.0,401.38,0.0
12019,Clay County ,FL,219252,604.36,362.78,14736,0,47.4,25.8,672.1,0.0
12021,Collier County ,FL,384902,1998.32,192.61,20747,0,66.6,30.7,539.02,0.0
12023,Columbia County ,FL,71686,797.57,89.88,4491,0,39.7,22.0,626.48,0.0
12027,DeSoto County ,FL,38001,637.06,59.65,1726,0,43.0,21.4,454.2,0.0
12029,Dixie County ,FL,16826,705.05,23.86,682,0,32.7,23.3,405.33,0.0
12031,Duval County ,FL,957755,762.19,1256.58,69806,0,57.4,25.1,728.85,0.0
12033,Escambia County ,FL,318316,656.46,484.9,18696,0,51.3,23.9,587.34,0.0
12035,Flagler County ,FL,115081,485.46,237.06,5941,0,60.0,35.9,516.25,0.0
12037,Franklin County ,FL,12125,534.73,22.67,624,0,46.1,32.1,514.64,0.0
12039,Gadsden County ,FL,45660,516.33,88.43,3734,0,54.6,27.9,817.78,0.0
12041,Gilchrist County ,FL,18582,349.68,53.14,873,0,34.7,24.6,469.81,0.0
12043,Glades County ,FL,13811,806.01,17.14,412,0,31.8,27.5,298.31,0.0
12045,Gulf County ,FL,13639,564.01,24.18,939,0,48.8,27.5,688.47,0.0
12047,Hamilton County ,FL,14428,513.79,28.08,829,0,33.8,22.7,574.58,0.0
12049,Hardee County ,FL,26937,637.78,42.24,1989,0,39.6,16.3,738.39,0.0
12051,Hendry County ,FL,42022,1152.75,36.45,3091,0,45.1,15.4,735.57,0.0
12053,Hernando County ,FL,193920,472.54,410.38,9793,0,51.9,30.9,505.0,0.0
12055,Highlands County ,FL,106221,1016.62,104.48,5680,0,49.2,28.7,534.73,0.0
12057,Hillsborough County ,FL,1471968,1020.21,1442.81,99998,0,57.8,24.6,679.35,0.0
12059,Holmes County ,FL,19617,478.78,40.97,1206,0,27.6,20.5,614.77,0.0
12061,Indian River County ,FL,159923,502.87,318.02,7795,0,63.7,34.1,487.42,0.0
12063,Jackson County ,FL,46414,917.76,50.57,3363,0,40.7,23.9,724.57,0.0
12065,Jefferson County ,FL,14246,598.1,23.82,1089,0,57.3,27.2,764.43,0.0
12067,Lafayette County ,FL,8422,543.41,15.5,353,0,37.6,24.0,419.14,0.0
12069,Lake County ,FL,367118,938.38,391.23,22304,0,62.5,31.9,607.54,0.0
12071,Lee County ,FL,770577,784.51,982.24,48766,0,58.5,31.5,632.85,0.0
12073,Leon County ,FL,293582,666.85,440.25,26817,0,53.5,32.2,913.44,0.0
12075,Levy County ,FL,41503,1118.21,37.12,2296,0,44.7,25.3,553.21,0.0
12077,Liberty County ,FL,8354,835.56,10.0,534,0,33.1,21.7,639.21,0.0
12079,Madison County ,FL,18493,695.95,26.57,1653,0,43.3,25.9,893.85,0.0
12081,Manatee County ,FL,403253,742.93,542.79,22128,0,58.4,31.6,548.74,0.0
12083,Marion County ,FL,365579,1584.55,230.71,19368,0,53.8,34.2,529.79,0.0
12085,Martin County ,FL,161000,543.46,296.25,9050,0,60.7,32.7,562.11,0.0
12086,Miami-Dade County ,FL,2716940,1897.72,1431.69,437644,0,79.4,20.9,1610.8,0.0
12087,Monroe County ,FL,74228,983.28,75.49,6159,0,73.9,26.5,829.74,0.0
12089,Nassau County ,FL,88625,648.64,136.63,4973,0,54.7,32.1,561.13,0.0
12091,Okaloosa County ,FL,210738,930.25,226.54,12711,0,55.6,21.1,603.17,0.0
12093,Okeechobee County ,FL,42168,768.91,54.84,2666,0,43.9,21.1,632.23,0.0
12095,Orange County ,FL,1393452,903.43,1542.4,119007,0,64.7,23.6,854.04,0.0
12097,Osceola County ,FL,375751,1327.45,283.06,33936,0,67.4,19.7,903.15,0.0
12099,Palm Beach County ,FL,1496770,1969.76,759.87,118787,0,62.6,30.4,793.62,0.0
12101,Pasco County ,FL,553947,746.89,741.67,31926,0,55.1,28.3,576.34,0.0
12103,Pinellas County ,FL,974996,273.8,3560.98,55472,0,61.4,33.3,568.95,0.0
12105,Polk County ,FL,724777,1797.84,403.14,55876,0,53.2,25.7,770.94,0.0
12107,Putnam County ,FL,74521,727.62,102.42,3497,0,39.2,24.9,469.26,0.0
12109,St. Johns County ,FL,264672,600.66,440.64,15831,0,66.0,35.2,598.14,0.0
12111,St. Lucie County ,FL,328297,571.93,574.02,21020,0,54.8,29.5,640.27,0.0
12113,Santa Rosa County ,FL,184313,1011.61,182.2,11382,0,47.5,25.1,617.54,0.0
12115,Sarasota County ,FL,433742,555.87,780.29,24351,0,66.8,37.0,561.42,0.0
12117,Seminole County ,FL,471826,309.22,1525.86,32738,0,58.4,32.2,693.86,0.0
12119,Sumter County ,FL,132420,546.93,242.12,4629,0,77.4,44.7,349.57,0.0
12121,Suwannee County ,FL,44417,688.55,64.51,2614,0,36.0,25.0,588.51,0.0
12123,Taylor County ,FL,21569,1043.31,20.67,1724,0,37.8,21.8,799.3,0.0
12125,Union County ,FL,15237,243.56,62.56,934,0,34.0,16.7,612.98,0.0
12127,Volusia County ,FL,553284,1101.03,502.51,29860,0,56.5,31.8,539.69,0.0
12129,Wakulla County ,FL,33739,606.42,55.64,2551,0,42.7,27.2,756.1,0.0
12131,Walton County ,FL,74071,1037.63,71.38,3411,0,45.6,27.8,460.5,0.0
12133,Washington County ,FL,25473,582.8,43.71,1672,0,30.8,21.4,656.38,0.0
13001,Appling County ,GA,18386,507.08,36.26,618,6,15.9,43.3,336.13,3.26
13003,Atkinson County ,GA,8165,339.38,24.06,262,2,19.6,30.7,320.88,2.45
13005,Bacon County ,GA,11164,258.58,43.17,457,1,14.2,38.6,409.35,0.9
13007,Baker County ,GA,3038,341.94,8.88,59,0,35.4,30.5,194.21,0.0
13009,Baldwin County ,GA,44890,257.84,174.1,1734,8,16.9,60.3,386.28,1.78
13011,Banks County ,GA,19234,232.09,82.87,718,6,15.5,41.8,373.3,3.12
13013,Barrow County ,GA,83240,160.31,519.24,5297,21,21.3,39.8,636.35,2.52
13015,Bartow County ,GA,107738,459.54,234.45,4986,42,18.2,43.7,462.79,3.9
13017,Ben Hill County ,GA,16700,250.12,66.77,249,5,15.4,45.3,149.1,2.99
13019,Berrien County ,GA,19397,451.9,42.92,394,0,19.5,29.6,203.12,0.0
13021,Bibb County ,GA,153159,249.76,613.22,7130,31,26.6,36.4,465.53,2.02
13023,Bleckley County ,GA,12873,215.87,59.63,320,1,13.6,50.9,248.58,0.78
13025,Brantley County ,GA,19109,442.36,43.2,456,6,14.0,30.0,238.63,3.14
13027,Brooks County ,GA,15457,493.05,31.35,383,4,32.5,27.9,247.78,2.59
13029,Bryan County ,GA,39627,435.97,90.89,1782,4,35.3,30.4,449.69,1.01
13031,Bulloch County ,GA,79608,672.81,118.32,2237,9,27.4,27.8,281.0,1.13
13033,Burke County ,GA,22383,826.97,27.07,573,5,44.0,25.8,256.0,2.23
13035,Butts County ,GA,24936,184.39,135.24,1120,13,15.8,47.5,449.15,5.21
13037,Calhoun County ,GA,6189,280.37,22.07,311,1,24.3,50.4,502.5,1.62
13039,Camden County ,GA,54666,613.03,89.17,1989,5,45.8,18.0,363.85,0.91
13043,Candler County ,GA,10803,243.04,44.45,177,1,21.4,41.2,163.84,0.93
13045,Carroll County ,GA,119992,499.08,240.43,3669,31,24.6,32.4,305.77,2.58
13047,Catoosa County ,GA,67580,162.16,416.75,2961,14,21.0,42.1,438.15,2.07
13049,Charlton County ,GA,13392,773.58,17.31,307,1,13.9,31.8,229.24,0.75
13051,Chatham County ,GA,289430,426.44,678.71,16942,37,45.6,29.4,585.36,1.28
13053,Chattahoochee County ,GA,10907,248.74,43.85,383,0,95.0,0.8,351.15,0.0
13055,Chattooga County ,GA,24789,313.34,79.11,1269,9,17.1,49.9,511.92,3.63
13057,Cherokee County ,GA,258773,421.67,613.69,11360,38,31.9,37.1,438.99,1.47
13059,Clarke County ,GA,128331,119.2,1076.6,7480,12,25.7,55.8,582.87,0.94
13061,Clay County ,GA,2834,195.38,14.51,108,0,41.7,29.6,381.09,0.0
13063,Clayton County ,GA,292256,141.57,2064.39,19306,54,23.1,34.0,660.59,1.85
13065,Clinch County ,GA,6618,800.22,8.27,328,1,31.9,15.7,495.62,1.51
13067,Cobb County ,GA,760141,339.55,2238.67,40467,106,41.3,33.1,532.36,1.39
13069,Coffee County ,GA,43273,575.1,75.24,1622,6,29.3,20.7,374.83,1.39
13071,Colquitt County ,GA,45600,544.15,83.8,2021,8,22.4,30.8,443.2,1.75
13073,Columbia County ,GA,156714,290.09,540.23,4129,19,28.1,35.0,263.47,1.21
13075,Cook County ,GA,17270,227.16,76.03,321,1,35.9,21.3,185.87,0.58
13077,Coweta County ,GA,148509,440.89,336.84,6766,29,29.7,33.1,455.6,1.95
13079,Crawford County ,GA,12404,324.89,38.18,295,3,19.7,35.5,237.83,2.42
13081,Crisp County ,GA,22372,272.58,82.07,619,11,21.1,43.8,276.69,4.92
13083,Dade County ,GA,16116,173.98,92.63,480,6,23.8,37.5,297.84,3.72
13085,Dawson County ,GA,26108,210.83,123.83,1579,13,14.9,60.0,604.8,4.98
13087,Decatur County ,GA,26404,597.14,44.22,977,7,39.8,24.8,370.02,2.65
13089,DeKalb County ,GA,759297,267.58,2837.64,38770,88,34.8,39.3,510.6,1.16
13091,Dodge County ,GA,20605,495.89,41.55,505,4,13.6,40.5,245.09,1.94
13093,Dooly County ,GA,13390,391.94,34.16,388,1,19.8,46.8,289.77,0.75
13095,Dougherty County ,GA,87956,328.69,267.6,4173,21,27.6,43.9,474.44,2.39
13097,Douglas County ,GA,146343,200.07,731.46,9172,30,30.6,30.6,626.75,2.05
13099,Early County ,GA,10190,512.59,19.88,471,0,23.2,45.4,462.22,0.0
13101,Echols County ,GA,4006,414.89,9.66,37,0,17.0,28.6,92.36,0.0
13103,Effingham County ,GA,64296,477.7,134.59,2652,4,23.8,34.7,412.47,0.62
13105,Elbert County ,GA,19194,351.06,54.67,484,5,21.2,47.0,252.16,2.6
13107,Emanuel County ,GA,22646,680.6,33.27,600,4,30.6,24.9,264.95,1.77
13109,Evans County ,GA,10654,182.85,58.27,303,7,22.9,42.7,284.4,6.57
13111,Fannin County ,GA,26188,386.72,67.72,653,11,22.7,53.2,249.35,4.2
13113,Fayette County ,GA,114421,194.34,588.77,5695,32,37.2,46.0,497.72,2.8
13115,Floyd County ,GA,98498,509.91,193.17,6172,29,20.4,50.6,626.61,2.94
13117,Forsyth County ,GA,244252,224.02,1090.31,12883,30,25.2,50.5,527.45,1.23
13119,Franklin County ,GA,23349,261.5,89.29,867,5,16.6,46.0,371.32,2.14
13121,Fulton County ,GA,1063937,526.64,2020.24,60354,117,32.2,43.8,567.27,1.1
13123,Gilmer County ,GA,31369,426.54,73.54,868,13,15.7,75.8,276.71,4.14
13125,Glascock County ,GA,2971,143.74,20.67,68,2,15.9,41.6,228.88,6.73
13127,Glynn County ,GA,85292,419.75,203.2,4783,19,46.3,30.1,560.78,2.23
13129,Gordon County ,GA,57963,355.81,162.9,2430,23,17.7,46.5,419.23,3.97
13131,Grady County ,GA,24633,454.53,54.19,1040,7,21.2,43.8,422.2,2.84
13133,Greene County ,GA,18324,387.44,47.3,773,1,41.4,35.4,421.85,0.55
13135,Gwinnett County ,GA,936250,430.38,2175.4,50919,117,33.2,35.8,543.86,1.25
13137,Habersham County ,GA,45328,276.74,163.79,1410,15,21.4,41.2,311.07,3.31
13139,Hall County ,GA,204441,392.78,520.5,9800,46,31.5,30.0,479.36,2.25
13141,Hancock County ,GA,8457,471.84,17.92,303,4,16.5,77.4,358.28,4.73
13143,Haralson County ,GA,29792,282.17,105.58,883,14,16.5,45.1,296.39,4.7
13145,Harris County ,GA,35236,463.87,75.96,1660,3,22.5,39.8,471.11,0.85
13147,Hart County ,GA,26205,232.39,112.76,705,4,28.2,32.6,269.03,1.53
13149,Heard County ,GA,11923,296.03,40.28,354,2,15.1,35.3,296.91,1.68
13151,Henry County ,GA,234561,322.13,728.16,14075,59,23.2,39.9,600.06,2.52
13153,Houston County ,GA,157863,375.54,420.36,5777,22,37.9,23.6,365.95,1.39
13155,Irwin County ,GA,9416,354.34,26.57,97,0,15.5,39.3,103.02,0.0
13157,Jackson County ,GA,72977,339.66,214.85,4607,21,26.4,36.7,631.29,2.88
13159,Jasper County ,GA,14219,368.17,38.62,515,8,17.8,40.0,362.19,5.63
13161,Jeff Davis County ,GA,15115,330.74,45.7,398,3,12.8,41.8,263.31,1.98
13163,Jefferson County ,GA,15362,526.49,29.18,288,9,34.6,32.4,187.48,5.86
13165,Jenkins County ,GA,8676,347.28,24.98,157,4,24.1,34.1,180.96,4.61
13167,Johnson County ,GA,9643,303.01,31.82,380,2,17.7,41.7,394.07,2.07
13169,Jones County ,GA,28735,393.93,72.94,918,3,26.2,34.4,319.47,1.04
13171,Lamar County ,GA,19077,183.5,103.96,843,6,15.6,61.4,441.89,3.15
13173,Lanier County ,GA,10423,185.26,56.26,271,1,12.5,38.3,260.0,0.96
13175,Laurens County ,GA,47546,807.3,58.9,2382,11,26.5,33.6,500.99,2.31
13177,Lee County ,GA,29992,355.78,84.3,927,10,21.2,47.6,309.08,3.33
13179,Liberty County ,GA,61435,489.8,125.43,3646,8,43.8,12.5,593.47,1.3
13181,Lincoln County ,GA,7921,210.38,37.65,121,2,22.0,41.0,152.76,2.52
13183,Long County ,GA,19559,400.29,48.86,708,0,8.5,39.6,361.98,0.0
13185,Lowndes County ,GA,117406,496.07,236.67,3233,9,28.2,25.1,275.37,0.77
13187,Lumpkin County ,GA,33610,282.93,118.79,1572,3,13.0,62.4,467.72,0.89
13189,McDuffie County ,GA,21312,257.46,82.78,576,6,20.8,37.1,270.27,2.82
13191,McIntosh County ,GA,14378,424.3,33.89,460,2,36.4,30.2,319.93,1.39
13193,Macon County ,GA,12947,400.64,32.32,308,1,21.9,46.1,237.89,0.77
13195,Madison County ,GA,29880,282.31,105.84,1465,4,24.5,43.3,490.29,1.34
13197,Marion County ,GA,8359,366.0,22.84,254,2,19.4,48.0,303.86,2.39
13199,Meriwether County ,GA,21167,501.22,42.23,889,5,26.0,33.5,419.99,2.36
13201,Miller County ,GA,5718,282.42,20.25,231,1,24.4,57.6,403.99,1.75
13205,Mitchell County ,GA,21863,512.09,42.69,741,3,24.0,43.2,338.93,1.37
13207,Monroe County ,GA,27578,395.66,69.7,921,3,14.4,64.2,333.96,1.09
13209,Montgomery County ,GA,9172,239.52,38.29,238,2,23.9,29.6,259.49,2.18
13211,Morgan County ,GA,19276,347.35,55.49,802,4,25.0,45.6,416.06,2.08
13213,Murray County ,GA,40096,344.47,116.4,2266,9,18.0,45.7,565.14,2.24
13215,Muscogee County ,GA,195769,216.39,904.7,9230,35,34.3,25.5,471.47,1.79
13217,Newton County ,GA,111744,272.16,410.58,5657,27,19.6,44.7,506.25,2.42
13219,Oconee County ,GA,40280,184.29,218.57,2003,10,30.1,58.2,497.27,2.48
13221,Oglethorpe County ,GA,15259,439.01,34.76,538,3,28.0,41.7,352.58,1.97
13223,Paulding County ,GA,168667,312.22,540.22,7673,24,21.7,31.9,454.92,1.42
13225,Peach County ,GA,27546,150.27,183.31,830,2,17.0,57.9,301.31,0.73
13227,Pickens County ,GA,32591,232.06,140.44,1209,17,17.1,75.3,370.96,5.22
13229,Pierce County ,GA,19465,316.49,61.5,510,2,25.4,21.6,262.01,1.03
13231,Pike County ,GA,18962,216.09,87.75,733,6,16.3,50.5,386.56,3.16
13233,Polk County ,GA,42613,310.33,137.32,2373,6,17.6,50.7,556.87,1.41
13235,Pulaski County ,GA,11137,249.03,44.72,286,1,17.3,54.7,256.8,0.9
13237,Putnam County ,GA,22119,344.64,64.18,828,4,15.7,59.6,374.34,1.81
13239,Quitman County ,GA,2299,151.24,15.2,99,0,13.1,45.1,430.62,0.0
13241,Rabun County ,GA,17137,369.99,46.32,450,8,28.6,43.7,262.59,4.67
13243,Randolph County ,GA,6778,428.24,15.83,191,1,21.5,53.9,281.79,1.48
13245,Richmond County ,GA,202518,324.33,624.42,7414,36,36.4,24.2,366.09,1.78
13247,Rockdale County ,GA,90896,129.79,700.33,4977,31,21.0,57.8,547.55,3.41
13249,Schley County ,GA,5257,166.91,31.5,152,0,20.9,37.9,289.14,0.0
13251,Screven County ,GA,13966,645.1,21.65,400,0,37.3,32.3,286.41,0.0
13253,Seminole County ,GA,8090,235.23,34.39,344,1,19.6,53.0,425.22,1.24
13255,Spalding County ,GA,66703,196.47,339.51,3070,32,18.3,53.2,460.25,4.8
13257,Stephens County ,GA,25925,179.13,144.73,999,10,16.2,63.7,385.34,3.86
13259,Stewart County ,GA,6621,458.73,14.43,203,1,20.3,35.2,306.6,1.51
13261,Sumter County ,GA,29524,482.7,61.16,953,6,40.7,32.3,322.79,2.03
13263,Talbot County ,GA,6195,391.39,15.83,309,2,31.6,34.7,498.79,3.23
13265,Taliaferro County ,GA,1537,194.61,7.9,43,0,24.3,64.8,279.77,0.0
13267,Tattnall County ,GA,25286,479.4,52.75,472,6,15.9,46.4,186.66,2.37
13269,Taylor County ,GA,8020,376.69,21.29,329,7,30.2,34.3,410.22,8.73
13271,Telfair County ,GA,15860,437.3,36.27,206,1,19.6,29.1,129.89,0.63
13273,Terrell County ,GA,8531,335.44,25.43,307,1,29.9,46.6,359.86,1.17
13275,Thomas County ,GA,44451,544.6,81.62,2423,7,26.2,47.3,545.09,1.57
13277,Tift County ,GA,40644,258.92,156.98,1214,10,22.5,37.6,298.69,2.46
13279,Toombs County ,GA,26830,364.01,73.71,729,2,22.7,38.0,271.71,0.75
13281,Towns County ,GA,12037,166.56,72.27,314,9,16.5,91.9,260.86,7.48
13283,Treutlen County ,GA,6901,199.44,34.6,203,2,17.8,37.8,294.16,2.9
13285,Troup County ,GA,69922,413.99,168.9,3069,19,23.1,31.0,438.92,2.72
13287,Turner County ,GA,7985,285.39,27.98,250,0,23.8,33.0,313.09,0.0
13289,Twiggs County ,GA,8120,358.4,22.66,240,1,15.9,48.0,295.57,1.23
13291,Union County ,GA,24511,321.93,76.14,706,9,17.7,73.8,288.03,3.67
13293,Upson County ,GA,26320,323.44,81.38,1170,13,37.7,34.7,444.53,4.94
13295,Walker County ,GA,69761,446.38,156.28,2681,26,25.7,31.9,384.31,3.73
13297,Walton County ,GA,94593,325.68,290.45,3963,26,24.7,34.7,418.95,2.75
13299,Ware County ,GA,35734,892.46,40.04,1128,1,24.8,29.2,315.67,0.28
13301,Warren County ,GA,5254,284.3,18.48,121,1,19.4,54.6,230.3,1.9
13303,Washington County ,GA,20374,678.45,30.03,705,6,16.9,55.8,346.03,2.94
13305,Wayne County ,GA,29927,641.78,46.63,1060,9,32.5,24.6,354.2,3.01
13307,Webster County ,GA,2607,209.12,12.47,71,1,21.0,53.0,272.34,3.84
13309,Wheeler County ,GA,7855,295.48,26.58,88,0,11.9,45.8,112.03,0.0
13311,White County ,GA,30798,240.69,127.96,1344,10,13.6,74.3,436.39,3.25
13313,Whitfield County ,GA,104628,290.46,360.21,6677,19,24.4,37.6,638.17,1.82
13315,Wilcox County ,GA,8635,377.71,22.86,130,-1,16.2,39.4,150.55,-1.16
13317,Wilkes County ,GA,9777,469.49,20.82,208,5,19.9,45.6,212.74,5.11
13319,Wilkinson County ,GA,8954,447.31,20.02,453,3,24.3,49.9,505.92,3.35
13321,Worth County ,GA,20247,570.7,35.48,479,2,19.3,46.4,236.58,0.99
15001,Hawaii County ,HI,201513,4028.42,50.02,11569,18,0.0,,574.11,0.89
15003,City and County of Honolulu,HI,974563,600.74,1622.27,92510,83,0.0,,949.25,0.85
15005,Kalawao County ,HI,86,11.99,7.17,0,0,0.0,,0.0,0.0
15007,Kauai County ,HI,72293,619.96,116.61,6525,9,0.0,,902.58,1.24
15009,Maui County ,HI,167417,1161.52,144.14,16788,7,0.0,,1002.77,0.42
16001,Ada County ,ID,481587,1052.58,457.53,18029,71,54.1,40.1,374.37,1.47
16003,Adams County ,ID,4294,1363.06,3.15,79,0,40.0,35.4,183.98,0.0
16005,Bannock County ,ID,87808,1111.99,78.96,4576,20,44.2,34.6,521.14,2.28
16007,Bear Lake County ,ID,6125,974.79,6.28,116,0,41.2,29.9,189.39,0.0
16009,Benewah County ,ID,9298,776.62,11.97,223,4,45.8,32.1,239.84,4.3
16011,Bingham County ,ID,46811,2093.98,22.36,1913,9,40.9,28.7,408.66,1.92
16013,Blaine County ,ID,23021,2643.59,8.71,1577,1,70.1,40.7,685.03,0.43
16015,Boise County ,ID,7831,1899.24,4.12,135,2,31.0,31.9,172.39,2.55
16017,Bonner County ,ID,45739,1734.57,26.37,941,22,38.9,39.5,205.73,4.81
16019,Bonneville County ,ID,119062,1866.08,63.8,7405,17,44.3,30.8,621.94,1.43
16021,Boundary County ,ID,12245,1268.56,9.65,151,5,31.2,33.9,123.32,4.08
16023,Butte County ,ID,2597,2231.67,1.16,64,2,43.4,30.0,246.44,7.7
16025,Camas County ,ID,1106,1074.49,1.03,15,1,39.7,37.1,135.62,9.04
16027,Canyon County ,ID,229849,587.37,391.32,8365,31,38.8,29.9,363.93,1.35
16029,Caribou County ,ID,7155,1764.15,4.06,304,0,35.1,34.2,424.88,0.0
16031,Cassia County ,ID,24030,2565.08,9.37,240,5,33.6,24.1,99.88,2.08
16033,Clark County ,ID,845,1764.19,0.48,13,0,35.1,25.3,153.85,0.0
16035,Clearwater County ,ID,8756,2457.27,3.56,366,2,38.9,37.3,418.0,2.28
16037,Custer County ,ID,4315,4920.94,0.88,81,1,43.0,40.6,187.72,2.32
16039,Elmore County ,ID,27511,3074.74,8.95,801,5,40.2,21.4,291.16,1.82
16041,Franklin County ,ID,13876,663.65,20.91,351,1,38.1,26.1,252.95,0.72
16043,Fremont County ,ID,13099,1863.53,7.03,472,4,38.8,26.8,360.33,3.05
16045,Gem County ,ID,18112,560.9,32.29,294,4,35.8,33.2,162.32,2.21
16047,Gooding County ,ID,15179,728.97,20.82,205,5,37.6,29.6,135.06,3.29
16049,Idaho County ,ID,16667,8477.35,1.97,413,5,27.8,34.9,247.8,3.0
16051,Jefferson County ,ID,29871,1093.5,27.32,1165,4,35.3,24.3,390.01,1.34
16053,Jerome County ,ID,24412,597.19,40.88,372,4,37.7,28.4,152.38,1.64
16055,Kootenai County ,ID,165697,1244.13,133.18,4393,51,40.6,32.6,265.12,3.08
16057,Latah County ,ID,40108,1076.0,37.28,1318,2,51.7,33.8,328.61,0.5
16059,Lemhi County ,ID,8027,4563.39,1.76,197,4,42.3,43.7,245.42,4.98
16061,Lewis County ,ID,3838,478.8,8.02,184,2,46.2,33.4,479.42,5.21
16063,Lincoln County ,ID,5366,1201.41,4.47,92,0,35.9,28.8,171.45,0.0
16065,Madison County ,ID,39907,469.21,85.05,2853,1,46.0,14.6,714.91,0.25
16067,Minidoka County ,ID,21039,757.59,27.77,245,3,35.4,25.6,116.45,1.43
16069,Nez Perce County ,ID,40408,848.09,47.65,1701,16,49.7,27.7,420.96,3.96
16071,Oneida County ,ID,4531,1200.06,3.78,147,0,39.0,39.2,324.43,0.0
16073,Owyhee County ,ID,11823,7665.51,1.54,245,6,30.4,27.1,207.22,5.07
16075,Payette County ,ID,23951,406.87,58.87,536,5,28.8,27.0,223.79,2.09
16077,Power County ,ID,7681,1404.24,5.47,261,1,43.2,33.4,339.8,1.3
16079,Shoshone County ,ID,12882,2629.67,4.9,195,5,39.5,41.4,151.37,3.88
16081,Teton County ,ID,12142,449.46,27.01,799,1,55.2,33.8,658.05,0.82
16083,Twin Falls County ,ID,86878,1921.21,45.22,2054,20,42.2,33.4,236.42,2.3
16085,Valley County ,ID,11392,3664.52,3.11,639,1,54.5,42.2,560.92,0.88
16087,Washington County ,ID,10194,1452.98,7.02,156,5,36.6,30.8,153.03,4.9
17001,Adams County ,IL,65435,855.2,76.51,5955,26,50.6,31.7,910.06,3.97
17003,Alexander County ,IL,5761,235.51,24.46,377,0,28.1,26.7,654.4,0.0
17005,Bond County ,IL,16426,380.28,43.19,1240,0,51.1,30.8,754.9,0.0
17007,Boone County ,IL,53544,280.72,190.74,3692,14,56.5,34.1,689.53,2.61
17009,Brown County ,IL,6578,305.61,21.52,1126,1,49.1,28.1,1711.77,1.52
17011,Bureau County ,IL,32628,869.03,37.55,2680,19,54.1,36.8,821.38,5.82
17013,Calhoun County ,IL,4739,253.83,18.67,593,1,43.2,30.6,1251.32,2.11
17015,Carroll County ,IL,14305,444.81,32.16,1017,3,59.6,32.6,710.94,2.1
17017,Cass County ,IL,12147,375.82,32.32,1514,3,56.2,29.4,1246.4,2.47
