countyFIPS,County Name,State,Population,Land Area in square miles,Population Density,Cases in given period,Deaths in given period,Percentage of fully vaccinated,Percentage of vaccinated with booster,Infections per 10k inhabitants,Deaths per 10k inhabitants
48371,Pecos County ,TX,15823,4763.85,3.32,166,4,0.0,0.0,104.91,2.53
48373,Polk County ,TX,51353,1057.09,48.58,1385,10,44.4,4.0,269.7,1.95
48375,Potter County ,TX,117415,908.37,129.26,2195,69,0.0,0.0,186.94,5.88
48377,Presidio County ,TX,6704,3855.24,1.74,15,4,0.0,0.0,22.37,5.97
48379,Rains County ,TX,12514,229.45,54.54,181,3,0.0,0.0,144.64,2.4
48381,Randall County ,TX,137713,911.54,151.08,-42,51,43.3,0.1,-3.05,3.7
48383,Reagan County ,TX,3849,1175.3,3.27,167,3,0.0,0.0,433.88,7.79
48385,Real County ,TX,3452,699.2,4.94,178,2,0.0,0.0,515.64,5.79
48387,Red River County ,TX,12023,1036.58,11.6,585,3,0.0,0.0,486.57,2.5
48389,Reeves County ,TX,15976,2635.38,6.06,636,6,0.0,0.0,398.1,3.76
48391,Refugio County ,TX,6948,770.44,9.02,444,0,0.0,0.0,639.03,0.0
48393,Roberts County ,TX,854,924.06,0.92,41,0,0.0,0.0,480.09,0.0
48395,Robertson County ,TX,17074,855.68,19.95,1379,2,0.0,0.0,807.66,1.17
48397,Rockwall County ,TX,104915,127.04,825.84,7003,17,0.0,0.0,667.49,1.62
48399,Runnels County ,TX,10264,1050.95,9.77,411,4,0.0,0.0,400.43,3.9
48401,Rusk County ,TX,54406,924.03,58.88,1779,11,0.0,0.0,326.99,2.02
48403,Sabine County ,TX,10542,491.39,21.45,210,1,35.3,0.5,199.2,0.95
48405,San Augustine County ,TX,8237,530.66,15.52,105,0,0.0,0.0,127.47,0.0
48407,San Jacinto County ,TX,28859,569.24,50.7,1990,8,0.0,0.0,689.56,2.77
48409,San Patricio County ,TX,66730,693.45,96.23,2948,17,0.0,0.0,441.78,2.55
48411,San Saba County ,TX,6055,1135.3,5.33,191,2,0.0,0.0,315.44,3.3
48413,Schleicher County ,TX,2793,1310.63,2.13,118,0,0.0,0.0,422.48,0.0
48415,Scurry County ,TX,16703,905.44,18.45,1218,8,0.0,0.0,729.21,4.79
48417,Shackelford County ,TX,3265,914.29,3.57,57,5,0.0,0.0,174.58,15.31
48419,Shelby County ,TX,25274,795.58,31.77,1148,5,33.0,0.2,454.22,1.98
48421,Sherman County ,TX,3022,923.04,3.27,146,0,0.0,0.0,483.12,0.0
48423,Smith County ,TX,232751,921.45,252.59,4925,37,42.8,0.1,211.6,1.59
48425,Somervell County ,TX,9128,186.46,48.95,459,6,0.0,0.0,502.85,6.57
48427,Starr County ,TX,64633,1223.18,52.84,4528,4,0.0,0.0,700.57,0.62
48429,Stephens County ,TX,9366,896.72,10.44,435,2,0.0,0.0,464.45,2.14
48431,Sterling County ,TX,1291,923.45,1.4,59,0,0.0,0.0,457.01,0.0
48433,Stonewall County ,TX,1350,916.31,1.47,80,1,0.0,0.0,592.59,7.41
48435,Sutton County ,TX,3776,1453.93,2.6,99,1,0.0,0.0,262.18,2.65
48437,Swisher County ,TX,7397,890.16,8.31,316,5,0.0,0.0,427.2,6.76
48439,Tarrant County ,TX,2102515,863.61,2434.57,143702,281,52.8,0.1,683.48,1.34
48441,Taylor County ,TX,138034,915.55,150.77,4942,47,0.0,0.0,358.03,3.4
48443,Terrell County ,TX,776,2358.03,0.33,0,0,0.0,0.0,0.0,0.0
48445,Terry County ,TX,12337,888.84,13.88,-243,10,0.0,0.0,-196.97,8.11
48447,Throckmorton County ,TX,1501,912.55,1.64,111,0,0.0,0.0,739.51,0.0
48449,Titus County ,TX,32750,406.05,80.66,1934,10,0.0,0.0,590.53,3.05
48451,Tom Green County ,TX,119200,1521.97,78.32,9301,20,0.0,0.0,780.29,1.68
48453,Travis County ,TX,1273954,990.2,1286.56,84578,78,65.4,0.2,663.9,0.61
48455,Trinity County ,TX,14651,693.61,21.12,670,3,0.0,0.0,457.31,2.05
48457,Tyler County ,TX,21672,924.5,23.44,742,4,0.0,0.0,342.38,1.85
48459,Upshur County ,TX,41753,582.95,71.62,1182,8,0.0,0.0,283.09,1.92
48461,Upton County ,TX,3657,1241.32,2.95,121,2,0.0,0.0,330.87,5.47
48463,Uvalde County ,TX,26741,1551.95,17.23,3640,3,0.0,0.0,1361.21,1.12
48465,Val Verde County ,TX,49025,3144.75,15.59,2796,7,0.0,0.0,570.32,1.43
48467,Van Zandt County ,TX,56590,842.56,67.16,1464,19,0.0,0.0,258.7,3.36
48469,Victoria County ,TX,92084,882.14,104.39,4431,14,0.0,0.0,481.19,1.52
48471,Walker County ,TX,72971,784.17,93.06,5552,9,45.2,0.1,760.85,1.23
48473,Waller County ,TX,55246,513.43,107.6,2191,9,0.0,0.0,396.59,1.63
48475,Ward County ,TX,11998,835.6,14.36,585,4,0.0,0.0,487.58,3.33
48477,Washington County ,TX,35882,603.95,59.41,2717,3,0.0,0.0,757.2,0.84
48479,Webb County ,TX,276652,3361.48,82.3,27102,21,78.3,0.0,979.64,0.76
48481,Wharton County ,TX,41556,1086.15,38.26,1665,8,0.0,0.0,400.66,1.93
48483,Wheeler County ,TX,5056,914.52,5.53,278,1,0.0,0.0,549.84,1.98
48485,Wichita County ,TX,132230,627.78,210.63,5756,47,48.8,0.1,435.3,3.55
48487,Wilbarger County ,TX,12769,970.84,13.15,843,7,0.0,0.0,660.19,5.48
48489,Willacy County ,TX,21358,590.55,36.17,1375,4,0.0,0.0,643.79,1.87
48491,Williamson County ,TX,590551,1118.3,528.08,41967,59,63.3,0.1,710.64,1.0
48493,Wilson County ,TX,51070,803.73,63.54,2397,9,0.0,0.0,469.36,1.76
48495,Winkler County ,TX,8010,841.11,9.52,350,1,0.0,0.0,436.95,1.25
48497,Wise County ,TX,69984,904.42,77.38,4407,23,0.0,0.0,629.72,3.29
48499,Wood County ,TX,45539,645.23,70.58,845,22,0.0,0.0,185.56,4.83
48501,Yoakum County ,TX,8713,799.71,10.9,-345,2,0.0,0.0,-395.96,2.3
48503,Young County ,TX,18010,914.47,19.69,606,6,0.0,0.0,336.48,3.33
48505,Zapata County ,TX,14179,998.41,14.2,680,1,0.0,0.0,479.58,0.71
48507,Zavala County ,TX,11840,1297.41,9.13,1211,3,0.0,0.0,1022.8,2.53
49001,Beaver County ,UT,6710,2589.88,2.59,0,0,43.3,28.2,0.0,0.0
49003,Box Elder County ,UT,56046,5745.55,9.75,949,5,46.9,26.7,169.33,0.89
49005,Cache County ,UT,128289,1164.81,110.14,3364,1,52.3,24.1,262.22,0.08
49007,Carbon County ,UT,20463,1478.49,13.84,1137,1,44.9,33.5,555.64,0.49
49009,Daggett County ,UT,950,696.98,1.36,0,0,60.9,23.8,0.0,0.0
49011,Davis County ,UT,355481,298.78,1189.78,32034,38,60.2,29.4,901.15,1.07
49013,Duchesne County ,UT,19938,3240.95,6.15,0,0,40.2,21.2,0.0,0.0
49015,Emery County ,UT,10012,4462.31,2.24,631,0,42.4,34.2,630.24,0.0
49017,Garfield County ,UT,5051,5175.12,0.98,0,0,52.9,28.2,0.0,0.0
49019,Grand County ,UT,9754,3671.54,2.66,482,-1,62.2,31.7,494.16,-1.03
49021,Iron County ,UT,54839,3296.68,16.63,0,0,41.6,23.4,0.0,0.0
49023,Juab County ,UT,12017,3392.28,3.54,595,1,33.8,24.9,495.13,0.83
49025,Kane County ,UT,7886,3990.23,1.98,0,0,47.1,32.0,0.0,0.0
49027,Millard County ,UT,13188,6572.43,2.01,699,1,41.1,25.5,530.03,0.76
49029,Morgan County ,UT,12124,609.2,19.9,692,0,48.1,29.9,570.77,0.0
49031,Piute County ,UT,1479,757.79,1.95,81,3,36.9,32.4,547.67,20.28
49033,Rich County ,UT,2483,1028.78,2.41,14,0,46.0,23.7,56.38,0.0
49035,Salt Lake County ,UT,1160437,742.28,1563.34,108071,155,63.1,29.3,931.3,1.34
49037,San Juan County ,UT,15308,7819.99,1.96,912,2,56.4,34.7,595.77,1.31
49039,Sanpete County ,UT,30939,1590.15,19.46,1465,5,37.2,24.6,473.51,1.62
49041,Sevier County ,UT,21620,1910.58,11.32,1085,4,40.3,26.1,501.85,1.85
49043,Summit County ,UT,42145,1871.71,22.52,5262,1,81.6,33.9,1248.55,0.24
49045,Tooele County ,UT,72259,6941.35,10.41,6256,7,52.9,23.8,865.77,0.97
49047,Uintah County ,UT,35734,4479.69,7.98,0,0,38.0,20.3,0.0,0.0
49049,Utah County ,UT,636235,2003.45,317.57,53245,75,49.9,19.7,836.88,1.18
49051,Wasatch County ,UT,34091,1175.5,29.0,3421,2,54.9,27.3,1003.49,0.59
49053,Washington County ,UT,177556,2426.36,73.18,0,0,47.8,30.4,0.0,0.0
49055,Wayne County ,UT,2711,2460.68,1.1,109,0,51.2,29.2,402.07,0.0
49057,Weber County ,UT,260213,576.08,451.7,19639,35,54.7,26.4,754.73,1.35
50001,Addison County ,VT,36777,766.33,47.99,1477,3,66.7,51.1,401.61,0.82
50003,Bennington County ,VT,35470,674.98,52.55,3186,15,40.8,47.3,898.22,4.23
50005,Caledonia County ,VT,29993,648.86,46.22,1391,1,34.4,39.9,463.77,0.33
50007,Chittenden County ,VT,163774,536.58,305.22,10303,16,69.0,47.5,629.1,0.98
50009,Essex County ,VT,6163,663.6,9.29,230,1,37.8,28.5,373.19,1.62
50011,Franklin County ,VT,49402,633.71,77.96,3262,5,34.4,42.4,660.3,1.01
50013,Grand Isle County ,VT,7235,81.81,88.44,340,1,75.5,46.3,469.94,1.38
50015,Lamoille County ,VT,25362,458.8,55.28,1208,2,58.6,45.1,476.3,0.79
50017,Orange County ,VT,28892,687.03,42.05,1105,3,49.1,38.2,382.46,1.04
50019,Orleans County ,VT,27037,693.27,39.0,1099,4,54.9,42.8,406.48,1.48
50021,Rutland County ,VT,58191,929.82,62.58,4141,18,65.8,45.9,711.62,3.09
50023,Washington County ,VT,58409,687.23,84.99,3237,10,44.5,54.2,554.2,1.71
50025,Windham County ,VT,42222,785.31,53.76,2017,5,64.2,39.6,477.71,1.18
50027,Windsor County ,VT,55062,969.34,56.8,2370,11,47.5,35.3,430.42,2.0
51001,Accomack County ,VA,32316,449.5,71.89,2445,7,67.6,27.6,756.59,2.17
51003,Albemarle County ,VA,109330,720.7,151.7,4907,11,62.3,20.7,448.82,1.01
51005,Alleghany County ,VA,14860,445.46,33.36,902,5,38.6,3.8,607.0,3.36
51007,Amelia County ,VA,13145,355.27,37.0,777,5,33.7,0.6,591.1,3.8
51009,Amherst County ,VA,31605,473.93,66.69,1550,7,44.8,28.6,490.43,2.21
51011,Appomattox County ,VA,15911,333.49,47.71,725,6,32.1,1.7,455.66,3.77
51013,Arlington County ,VA,236842,25.97,9119.83,17642,15,70.6,17.3,744.88,0.63
51015,Augusta County ,VA,75558,967.0,78.14,5974,17,47.3,21.0,790.65,2.25
51017,Bath County ,VA,4147,529.16,7.84,252,0,42.4,12.9,607.67,0.0
51019,Bedford County ,VA,78997,753.02,104.91,3763,15,42.7,19.6,476.35,1.9
51021,Bland County ,VA,6280,357.73,17.56,422,1,37.1,7.7,671.97,1.59
51023,Botetourt County ,VA,33419,541.2,61.75,2000,16,47.4,18.6,598.46,4.79
51025,Brunswick County ,VA,16231,566.17,28.67,829,2,47.9,20.9,510.75,1.23
51027,Buchanan County ,VA,21004,502.76,41.78,1127,8,45.5,26.4,536.56,3.81
51029,Buckingham County ,VA,17148,579.66,29.58,715,1,38.2,11.6,416.96,0.58
51031,Campbell County ,VA,54885,503.87,108.93,2257,17,39.0,16.5,411.22,3.1
51033,Caroline County ,VA,30725,527.51,58.25,1916,7,38.4,8.6,623.6,2.28
51035,Carroll County ,VA,29791,474.69,62.76,1445,13,32.0,12.0,485.05,4.36
51036,Charles City County ,VA,6963,182.82,38.09,335,2,46.8,3.2,481.11,2.87
51037,Charlotte County ,VA,11880,475.27,25.0,722,4,37.4,9.0,607.74,3.37
51041,Chesterfield County ,VA,352802,423.3,833.46,23914,37,53.2,20.8,677.83,1.05
51043,Clarke County ,VA,14619,176.18,82.98,810,4,60.2,30.2,554.07,2.74
51045,Craig County ,VA,5131,329.53,15.57,278,1,32.4,5.0,541.8,1.95
51047,Culpeper County ,VA,52605,379.23,138.72,3516,11,44.3,10.6,668.38,2.09
51049,Cumberland County ,VA,9932,297.46,33.39,338,0,34.8,6.4,340.31,0.0
51051,Dickenson County ,VA,14318,330.53,43.32,772,8,44.3,26.0,539.18,5.59
51053,Dinwiddie County ,VA,28544,503.72,56.67,1365,3,45.1,19.1,478.21,1.05
51057,Essex County ,VA,10953,257.12,42.6,747,3,45.0,9.8,682.0,2.74
51059,Fairfax County ,VA,1147532,390.97,2935.09,67729,46,73.0,27.6,590.21,0.4
51061,Fauquier County ,VA,71222,647.45,110.0,4156,18,56.3,22.9,583.53,2.53
51063,Floyd County ,VA,15749,380.42,41.4,607,1,36.9,11.6,385.42,0.63
51065,Fluvanna County ,VA,27270,286.01,95.35,1280,4,59.5,33.3,469.38,1.47
51067,Franklin County ,VA,56042,690.43,81.17,2891,24,41.7,23.0,515.86,4.28
51069,Frederick County ,VA,89313,413.5,215.99,5907,28,46.1,14.2,661.38,3.14
51071,Giles County ,VA,16720,355.78,47.0,1005,4,43.5,20.6,601.08,2.39
51073,Gloucester County ,VA,37348,217.81,171.47,2693,4,56.8,35.2,721.06,1.07
51075,Goochland County ,VA,23753,281.42,84.4,1276,5,63.3,29.1,537.2,2.1
51077,Grayson County ,VA,15550,442.18,35.17,876,11,39.2,18.7,563.34,7.07
51079,Greene County ,VA,19819,156.25,126.84,1173,4,45.2,2.6,591.86,2.02
51081,Greensville County ,VA,11336,295.23,38.4,1167,3,34.7,3.7,1029.46,2.65
51083,Halifax County ,VA,33911,817.84,41.46,2074,12,41.5,17.2,611.6,3.54
51085,Hanover County ,VA,107766,468.54,230.0,6872,13,56.8,21.4,637.68,1.21
51087,Henrico County ,VA,330818,233.7,1415.57,22405,25,53.1,15.7,677.26,0.76
51089,Henry County ,VA,50557,382.33,132.23,2948,27,38.0,13.4,583.1,5.34
51091,Highland County ,VA,2190,415.16,5.28,109,1,58.9,51.5,497.72,4.57
51093,Isle of Wight County ,VA,37109,315.61,117.58,2184,0,46.6,12.3,588.54,0.0
51095,James City County ,VA,76523,142.44,537.23,6030,0,52.1,11.4,788.0,0.0
51097,King and Queen County ,VA,7025,315.14,22.29,368,1,47.9,21.7,523.84,1.42
51099,King George County ,VA,26836,179.64,149.39,1651,3,43.9,3.4,615.22,1.12
51101,King William County ,VA,17148,273.94,62.6,1204,1,49.2,23.9,702.12,0.58
51103,Lancaster County ,VA,10603,133.25,79.57,551,0,58.5,29.3,519.66,0.0
51105,Lee County ,VA,23423,435.52,53.78,1293,12,47.9,24.2,552.02,5.12
51107,Loudoun County ,VA,413538,515.56,802.11,24545,11,67.2,25.3,593.54,0.27
51109,Louisa County ,VA,37591,496.3,75.74,2153,1,40.8,4.8,572.74,0.27
51111,Lunenburg County ,VA,12196,431.68,28.25,796,1,46.6,23.6,652.67,0.82
51113,Madison County ,VA,13261,320.68,41.35,696,5,52.4,32.1,524.85,3.77
51115,Mathews County ,VA,8834,85.93,102.8,403,0,57.9,38.6,456.19,0.0
51117,Mecklenburg County ,VA,30587,625.49,48.9,1608,9,41.2,9.0,525.71,2.94
51119,Middlesex County ,VA,10582,130.31,81.21,648,3,60.2,39.1,612.36,2.84
51121,Montgomery County ,VA,98535,387.01,254.61,4121,7,44.5,27.2,418.23,0.71
51125,Nelson County ,VA,14930,470.86,31.71,889,2,54.4,24.1,595.45,1.34
51127,New Kent County ,VA,23091,209.73,110.1,1597,1,49.4,20.4,691.61,0.43
51131,Northampton County ,VA,11710,211.61,55.34,832,4,67.2,32.8,710.5,3.42
51133,Northumberland County ,VA,12095,191.3,63.23,723,2,52.6,20.5,597.77,1.65
51135,Nottoway County ,VA,15232,314.39,48.45,954,4,42.3,17.1,626.31,2.63
51137,Orange County ,VA,37051,340.78,108.72,2232,7,41.5,6.9,602.41,1.89
51139,Page County ,VA,23902,310.86,76.89,1409,7,36.5,11.8,589.49,2.93
51141,Patrick County ,VA,17608,483.1,36.45,769,13,37.9,25.2,436.73,7.38
51143,Pittsylvania County ,VA,60354,968.94,62.29,3124,23,40.2,18.7,517.61,3.81
51145,Powhatan County ,VA,29652,260.22,113.95,1446,5,38.6,0.5,487.66,1.69
51147,Prince Edward County ,VA,22802,349.96,65.16,1146,1,30.5,3.5,502.59,0.44
51149,Prince George County ,VA,38353,265.16,144.64,2052,2,55.7,0.3,535.03,0.52
51153,Prince William County ,VA,470335,336.4,1398.14,32080,40,67.0,24.3,682.07,0.85
51155,Pulaski County ,VA,34027,319.86,106.38,1688,10,42.0,18.0,496.08,2.94
51157,Rappahannock County ,VA,7370,266.23,27.68,214,1,50.3,22.1,290.37,1.36
51159,Richmond County ,VA,9023,191.49,47.12,674,1,39.8,6.0,746.98,1.11
51161,Roanoke County ,VA,94186,250.52,375.96,5959,17,48.4,6.2,632.68,1.8
51163,Rockbridge County ,VA,22573,597.56,37.78,590,6,45.0,13.4,261.37,2.66
51165,Rockingham County ,VA,81948,849.09,96.51,3296,17,41.9,14.9,402.21,2.07
51167,Russell County ,VA,26586,473.82,56.11,1525,14,44.7,24.4,573.61,5.27
51169,Scott County ,VA,21566,535.53,40.27,1355,6,53.2,19.6,628.3,2.78
51171,Shenandoah County ,VA,43616,508.78,85.73,2791,17,46.9,27.4,639.9,3.9
51173,Smyth County ,VA,30104,450.93,66.76,1865,14,45.8,22.8,619.52,4.65
51175,Southampton County ,VA,17631,599.15,29.43,657,3,35.8,6.5,372.64,1.7
51177,Spotsylvania County ,VA,136215,401.5,339.27,8040,37,43.0,7.1,590.24,2.72
51179,Stafford County ,VA,152882,268.96,568.42,10362,8,51.8,20.9,677.78,0.52
51181,Surry County ,VA,6422,278.95,23.02,351,1,52.0,23.8,546.56,1.56
51183,Sussex County ,VA,11159,490.22,22.76,723,3,34.1,9.0,647.91,2.69
51185,Tazewell County ,VA,40595,518.85,78.24,2262,8,41.7,25.1,557.21,1.97
51187,Warren County ,VA,40164,213.47,188.15,2252,20,36.0,5.0,560.7,4.98
51191,Washington County ,VA,53740,560.98,95.8,3420,24,54.6,28.1,636.4,4.47
51193,Westmoreland County ,VA,18015,229.38,78.54,1010,1,44.0,11.0,560.64,0.56
51195,Wise County ,VA,37383,403.19,92.72,2307,22,44.1,21.2,617.13,5.89
51197,Wythe County ,VA,28684,461.82,62.11,1620,7,37.3,23.6,564.77,2.44
51199,York County ,VA,68280,104.78,651.65,3240,5,55.1,30.6,474.52,0.73
51510,City of Alexandria,VA,159428,15.03,10607.32,12895,9,58.8,23.4,808.83,0.56
51520,City of Bristol,VA,16762,13.01,1288.39,1278,12,64.8,27.6,762.44,7.16
51530,City of Buena Vista,VA,6478,6.7,966.87,366,5,0.0,0.0,564.99,7.72
51540,City of Charlottesville,VA,47266,10.24,4615.82,3339,1,49.6,6.4,706.43,0.21
51550,City of Chesapeake,VA,244835,340.8,718.41,16743,15,42.7,7.7,683.85,0.61
51570,City of Colonial Heights,VA,17370,7.52,2309.84,1691,4,36.1,0.9,973.52,2.3
51580,City of Covington,VA,5538,5.47,1012.43,122,2,0.0,0.0,220.3,3.61
51590,City of Danville,VA,40044,42.93,932.77,3408,15,0.0,0.0,851.06,3.75
51595,City of Emporia,VA,5346,6.89,775.91,186,0,0.0,0.0,347.92,0.0
51600,City of Fairfax,VA,24019,6.24,3849.2,780,1,56.4,4.0,324.74,0.42
51610,City of Falls Church,VA,14617,2.0,7308.5,1028,0,54.7,2.5,703.29,0.0
51620,City of Franklin,VA,7967,8.21,970.4,673,0,0.0,0.0,844.73,0.0
51630,City of Fredericksburg,VA,29036,10.44,2781.23,1757,3,38.3,2.5,605.11,1.03
51640,City of Galax,VA,6347,8.24,770.27,594,6,0.0,0.0,935.88,9.45
51650,City of Hampton,VA,134510,51.41,2616.42,10220,14,57.4,15.4,759.79,1.04
51660,City of Harrisonburg,VA,53016,17.42,3043.4,3556,6,37.5,1.0,670.74,1.13
51670,City of Hopewell,VA,22529,10.28,2191.54,2015,6,29.5,0.7,894.4,2.66
51678,City of Lexington,VA,7446,2.5,2978.4,906,1,39.1,0.9,1216.76,1.34
51680,City of Lynchburg,VA,82168,49.13,1672.46,5446,25,30.4,0.6,662.79,3.04
51683,City of Manassas,VA,41085,9.88,4158.4,3001,4,46.9,1.6,730.44,0.97
51685,City of Manassas Park,VA,17478,2.53,6908.3,1239,1,0.0,0.0,708.89,0.57
51690,City of Martinsville,VA,12554,10.96,1145.44,637,7,0.0,0.0,507.41,5.58
51700,City of Newport News,VA,179225,68.71,2608.43,12776,16,50.4,17.3,712.85,0.89
51710,City of Norfolk,VA,242742,54.12,4485.25,14037,12,51.6,22.9,578.27,0.49
51720,City of Norton,VA,3981,7.48,532.22,370,3,0.0,0.0,929.41,7.54
51730,City of Petersburg,VA,31346,22.93,1367.03,2734,8,33.4,2.4,872.2,2.55
51735,City of Poquoson,VA,12271,15.32,800.98,773,1,0.0,0.0,629.94,0.81
51740,City of Portsmouth,VA,94398,33.65,2805.29,6566,8,86.5,8.4,695.57,0.85
51750,City of Radford,VA,18249,9.87,1848.94,1262,2,34.6,2.5,691.54,1.1
51760,City of Richmond,VA,230436,59.81,3852.8,15842,23,41.5,15.8,687.48,1.0
51770,City of Roanoke,VA,99143,42.56,2329.49,6143,22,40.0,6.4,619.61,2.22
51775,City of Salem,VA,25301,14.44,1752.15,2182,8,0.0,0.0,862.42,3.16
51790,City of Staunton,VA,24932,19.98,1247.85,1455,7,46.4,1.9,583.59,2.81
51800,City of Suffolk,VA,92108,400.17,230.17,6317,6,48.2,20.5,685.83,0.65
51810,City of Virginia Beach,VA,449974,249.02,1806.98,32367,70,54.9,23.5,719.31,1.56
51820,City of Waynesboro,VA,22630,15.04,1504.65,1111,2,42.6,2.5,490.94,0.88
51830,City of Williamsburg,VA,14954,9.02,1657.87,302,0,39.1,3.1,201.95,0.0
51840,City of Winchester,VA,28078,9.23,3042.04,1970,4,41.9,2.4,701.62,1.42
53001,Adams County ,WA,19983,1924.98,10.38,1261,1,54.5,20.9,631.04,0.5
53003,Asotin County ,WA,22582,636.21,35.49,898,3,39.1,34.3,397.66,1.33
53005,Benton County ,WA,204390,1700.38,120.2,15749,28,52.9,32.1,770.54,1.37
53007,Chelan County ,WA,77200,2920.53,26.43,6035,14,66.3,36.7,781.74,1.81
53009,Clallam County ,WA,77331,1738.33,44.49,4427,30,65.1,47.1,572.47,3.88
53011,Clark County ,WA,488241,629.0,776.22,28854,108,60.1,32.4,590.98,2.21
53013,Columbia County ,WA,3985,868.63,4.59,128,2,44.7,38.3,321.2,5.02
53015,Cowlitz County ,WA,110593,1140.13,97.0,5509,36,55.4,33.4,498.13,3.26
53017,Douglas County ,WA,43429,1819.26,23.87,3239,1,57.8,33.0,745.82,0.23
53019,Ferry County ,WA,7627,2203.16,3.46,319,2,51.6,29.2,418.25,2.62
53021,Franklin County ,WA,95222,1242.17,76.66,9888,9,48.0,23.0,1038.42,0.95
53023,Garfield County ,WA,2225,710.69,3.13,60,0,37.5,54.2,269.66,0.0
53025,Grant County ,WA,97733,2679.51,36.47,6485,17,52.9,25.3,663.54,1.74
53027,Grays Harbor County ,WA,75061,1902.03,39.46,4805,24,55.3,31.4,640.15,3.2
53029,Island County ,WA,85141,208.45,408.45,4293,5,62.3,40.1,504.22,0.59
53031,Jefferson County ,WA,32221,1803.7,17.86,1228,2,73.5,50.8,381.12,0.62
53033,King County ,WA,2252782,2115.57,1064.86,167973,184,75.9,37.0,745.62,0.82
53035,Kitsap County ,WA,271473,394.94,687.38,16782,18,62.1,36.3,618.18,0.66
53037,Kittitas County ,WA,47935,2297.27,20.87,2481,3,51.0,34.1,517.58,0.63
53039,Klickitat County ,WA,22425,1871.31,11.98,839,7,45.4,35.1,374.14,3.12
53041,Lewis County ,WA,80707,2402.8,33.59,4495,28,48.0,26.4,556.95,3.47
53043,Lincoln County ,WA,10939,2310.49,4.73,480,2,50.3,34.2,438.8,1.83
53045,Mason County ,WA,66768,959.42,69.59,4129,28,56.4,33.3,618.41,4.19
53047,Okanogan County ,WA,42243,5267.98,8.02,1673,7,64.6,30.9,396.04,1.66
53049,Pacific County ,WA,22471,932.66,24.09,938,6,52.5,34.1,417.43,2.67
53051,Pend Oreille County ,WA,13724,1399.99,9.8,628,4,37.8,36.3,457.59,2.91
53053,Pierce County ,WA,904980,1669.51,542.06,73142,169,59.5,27.4,808.22,1.87
53055,San Juan County ,WA,17582,173.92,101.09,520,1,76.3,43.6,295.76,0.57
53057,Skagit County ,WA,129205,1731.2,74.63,7085,20,62.9,36.8,548.35,1.55
53059,Skamania County ,WA,12083,1655.68,7.3,428,3,36.5,38.4,354.22,2.48
53061,Snohomish County ,WA,822083,2087.27,393.86,65087,128,65.4,31.5,791.73,1.56
53063,Spokane County ,WA,522798,1763.79,296.41,36231,89,57.0,29.0,693.02,1.7
53065,Stevens County ,WA,45723,2477.77,18.45,1840,13,37.0,33.4,402.42,2.84
53067,Thurston County ,WA,290536,721.96,402.43,18877,48,62.0,37.4,649.73,1.65
53069,Wahkiakum County ,WA,4488,263.38,17.04,156,0,47.1,35.0,347.59,0.0
53071,Walla Walla County ,WA,60760,1270.13,47.84,4684,9,60.3,35.2,770.9,1.48
53073,Whatcom County ,WA,229247,2106.86,108.81,14563,50,67.3,33.1,635.25,2.18
53075,Whitman County ,WA,50104,2159.09,23.21,3405,4,44.1,29.9,679.59,0.8
53077,Yakima County ,WA,250873,4295.4,58.41,21883,37,57.1,26.3,872.27,1.47
54001,Barbour County ,WV,16441,341.06,48.21,1089,10,36.1,29.8,662.37,6.08
54003,Berkeley County ,WV,119171,321.14,371.09,11940,38,56.7,12.4,1001.92,3.19
54005,Boone County ,WV,21457,501.54,42.78,1803,2,56.7,16.1,840.29,0.93
54007,Braxton County ,WV,13957,510.81,27.32,883,8,43.2,26.0,632.66,5.73
54009,Brooke County ,WV,21939,89.21,245.93,1125,9,52.6,25.3,512.79,4.1
54011,Cabell County ,WV,91945,281.02,327.18,8043,32,56.9,24.9,874.76,3.48
54013,Calhoun County ,WV,7109,279.25,25.46,417,1,33.8,19.4,586.58,1.41
54015,Clay County ,WV,8508,341.9,24.88,597,6,60.7,25.9,701.69,7.05
54017,Doddridge County ,WV,8448,319.72,26.42,429,4,40.0,33.5,507.81,4.73
54019,Fayette County ,WV,42406,661.55,64.1,3980,14,59.6,20.5,938.55,3.3
54021,Gilmer County ,WV,7823,338.5,23.11,385,3,69.9,23.0,492.14,3.83
54023,Grant County ,WV,11568,477.37,24.23,892,9,39.8,18.0,771.09,7.78
54025,Greenbrier County ,WV,34662,1019.57,34.0,2634,10,68.9,23.0,759.91,2.89
54027,Hampshire County ,WV,23175,640.25,36.2,1422,9,47.1,19.1,613.59,3.88
54029,Hancock County ,WV,28810,82.61,348.75,1537,8,60.2,26.7,533.5,2.78
54031,Hardy County ,WV,13776,582.31,23.66,1125,6,55.1,20.7,816.64,4.36
54033,Harrison County ,WV,67256,416.01,161.67,4471,21,51.7,24.2,664.77,3.12
54035,Jackson County ,WV,28576,464.35,61.54,1855,15,46.8,20.4,649.15,5.25
54037,Jefferson County ,WV,57146,209.64,272.59,5327,21,61.4,13.2,932.17,3.67
54039,Kanawha County ,WV,178124,901.59,197.57,14616,35,69.0,23.6,820.55,1.96
54041,Lewis County ,WV,15907,384.9,41.33,1094,13,64.5,28.4,687.75,8.17
54043,Lincoln County ,WV,20409,437.04,46.7,1414,8,46.8,21.5,692.83,3.92
54045,Logan County ,WV,32019,453.74,70.57,2503,10,63.4,15.5,781.72,3.12
